章节,文件,修改编号,修改前内容,修改后内容
第38章：与各种小众性癖/恋物癖/BDSM社群的交集,part3/3.38.md,037,这个问题其实是关乎于“拥抱自己的内在矛盾”。,这其实是关乎“拥抱自己的内在矛盾”。
第38章：与各种小众性癖/恋物癖/BDSM社群的交集,part3/3.38.md,038,那些生活中的大部分时间里都坚定且自觉地遵守平等主义的人,那些生活中的大部分时间里都自信果断且自觉地秉持平等主义的人（assertive）
第38章：与各种小众性癖/恋物癖/BDSM社群的交集,part3/3.38.md,039,你也不必在还没有想清楚的时候就一定要去做什么事。,你也不必勉强自己去将就一件自己并没有把握的事。
第38章：与各种小众性癖/恋物癖/BDSM社群的交集,part3/3.38.md,040,我们生活的社会一直在把跟“性”有关的东西羞耻化，特别是针对那些存在于禁令边界之外的人。,我们生活的社会一直在羞辱人们的性存在，当这种性存在越出某些限制性边界时，更是变本加厉。
第38章：与各种小众性癖/恋物癖/BDSM社群的交集,part3/3.38.md,041,表现反抗,表演出反抗（act out）
第38章：与各种小众性癖/恋物癖/BDSM社群的交集,part3/3.38.md,042,或者在没有明确协议的情况下把你推开，,或者把你推开，并且没有明确约定相反的含义，
第38章：与各种小众性癖/恋物癖/BDSM社群的交集,part3/3.38.md,043,主流的小众性癖/BDSM社交网络,最主要的小众性癖/BDSM社交网络
第38章：与各种小众性癖/恋物癖/BDSM社群的交集,part3/3.38.md,044,他们也会利用小众性癖/BDSM场合。,他们也会利用小众性癖/BDSM的那一套来装点门面。
第38章：与各种小众性癖/恋物癖/BDSM社群的交集,part3/3.38.md,045,有人指导的小众性癖俱乐部,监管良好的小众性癖俱乐部
第38章：与各种小众性癖/恋物癖/BDSM社群的交集,part3/3.38.md,046,施虐与受虐”的首字母缩写[^3]（正文标记及文末定义行）,施虐与受虐”的首字母缩写[^4]（因新增译注插入顺延编号）
第38章：与各种小众性癖/恋物癖/BDSM社群的交集,part3/3.38.md,047,（无对应注释）,新增[^3]译注：现代牙科问世前老人多无牙、以针刺壳吮吸生蛋取食故为行家；语源为1707年史蒂文斯对西班牙作家克维多诗句的翻译
第39章：性健康,part3/3.39.md,001,他特变关注的是,他特别关注的是
第39章：性健康,part3/3.39.md,002,生活在经融危机的后果之中,生活在金融危机的后果之中
第39章：性健康,part3/3.39.md,003,MedicaNews Today,Medical News Today
第39章：性健康,part3/3.39.md,004,离群事件（outliner events）,离群事件（outlier events）
第39章：性健康,part3/3.39.md,005,和 詹妮弗·鲁宾,和詹妮弗·鲁宾
第39章：性健康,part3/3.39.md,006,几个星期的 “对不起,几个星期的“对不起
第39章：性健康,part3/3.39.md,007,（漏译）原文脚注 footnote-068 整条缺失,补入[^3]：讽刺的是，许多拒绝戴口罩的人，正是那些宣扬婚外性行为会让人死于瘟疫坑（plague pit，即大量掩埋瘟疫死者的巨型坟坑）的人。（正文L55句末加标记）
第39章：性健康,part3/3.39.md,008,他们只是说着骗人的话并且祈祷结局变好。,他们只能交叉手指，祈祷最好的结果。（新增[^2]译注：cross one's fingers在英语中表示祈求好运；把手背到身后交叉手指，则表示“暗中撒谎”）
第39章：性健康,part3/3.39.md,009,不过这个段子也不算太久远,不过这个段子如今已不太合时宜
第39章：性健康,part3/3.39.md,010,有一些菌种对抗生素产生了耐药性，特别是一些链球菌菌株对抗生素耐药了。,有一些菌种对抗生素产生了耐药性，但是链球菌这些其他的病菌也是有耐药菌种的。
第39章：性健康,part3/3.39.md,011,并确保对方没有性传播疾病,并确保对方对自己的性传播疾病状况心里有数
第39章：性健康,part3/3.39.md,012,在这一方面，可能我和他应该一起去探索和学习一下。,这件事是我和他不得不一起去摸索、学习的东西。
第39章：性健康,part3/3.39.md,013,如果你发现谁羞辱你了，那你就应该亮出红牌。,如果你发现自己被羞辱了，那就是一个危险信号。
第39章：性健康,part3/3.39.md,014,尤其是这些人定期进行性传播疾病检测的情况下,尤其是在那些定期做性传播疾病检测的人群中
第39章：性健康,part3/3.39.md,015,现在有一种新的习俗,现在有一种约定俗成的惯例
第39章：性健康,part3/3.39.md,016,她觉得自己失去了设定边界的能力,她觉得自己无力设定边界
第39章：性健康,part3/3.39.md,017,虽然有些学术性，但也说得很清楚,说得既简洁利落，又带着几分学术气
第39章：性健康,part3/3.39.md,018,如果您碰巧,如果你碰巧
第39章：性健康,part3/3.39.md,019,不想被人觉得“不酷”或者“想太多”,不想被人觉得“不酷”或者“放不开”
第39章：性健康,part3/3.39.md,020,人们也不乐意去讨论出、或者强行推出那些可能会危及双方的关系、或者合理性尚且存疑的界限和规则。,如果人们担心设立界限会让关系受损，或不确定这样的要求是否合理，就会倾向于不去讨论出一个界限、或者坚持自己的界限。
第39章：性健康,part3/3.39.md,021,也依然洋洋得意，丝毫不把每天数千人的死亡当回事,也依然满不在乎，丝毫不把每天数千人的死亡当回事
第39章：性健康,part3/3.39.md,022,甚至哪怕到现在，还在有人觉得,甚至哪怕到现在，还有人在觉得
第39章：性健康,part3/3.39.md,023,现代血液检测仪,现代血液检测手段
第39章：性健康,part3/3.39.md,024,披露阳性的性传播感染结果,披露阳性的性传播疾病检测结果
第39章：性健康,part3/3.39.md,025,性病——STI，经由性途径传播的传染病（sexually transmitted infections）／作为性病预防措施,性传播疾病（STI，sexually transmitted infections）／作为性传播疾病预防措施（L29、L31两处）
第39章：性健康,part3/3.39.md,026,在用积极眼光看待性爱的社群,在性积极社群
第39章：性健康,part3/3.39.md,027,（列表7项误加blockquote）> - 在所有随意的接触中使用阻隔式防护手段…,移除列表前“> ”引用块标记（L103-109）
第39章：性健康,part3/3.39.md,028,我们现在是彼此唯一有固定关系的人,我们现在是彼此唯一的体液绑定对象
第39章：性健康,part3/3.39.md,029,——但她没有告诉她，结果让她患上了淋病,——但他没有告诉她，结果让她染上了淋病
第39章：性健康,part3/3.39.md,030,（安妮塔引文段无引用块标记）,段首补“> ”引用块标记
第39章：性健康,part3/3.39.md,031,论文《…》[[1]](#_ftn1)中,论文《…》[^1]中（脚注标记体例统一）
第39章：性健康,part3/3.39.md,032,开始感到不适了吗？很多人都会。,聊这个会不舒服？很多人都会这样。
第39章：性健康,part3/3.39.md,033,2007年八月和九月,2007年8月和9月
第39章：性健康,part3/3.39.md,034,告诉你的Poly家庭成员,告诉你的Poly小圈子
第39章：性健康,part3/3.39.md,035,阻隔式防护／阻隔式防护手段,统一为“阻隔式保护措施”（L45/L103/L104三处）
第39章：性健康,part3/3.39.md,036,这肯定会产生很多问题,这件事本身就是个问题
第39章：性健康,part3/3.39.md,037,广泛获取信息，可以解决一部分问题,掌握可靠的信息，能解决一部分问题
第39章：性健康,part3/3.39.md,038,放松（chilled）和自由（free）,放松（chilled）和自由
第39章：性健康,part3/3.39.md,039,或最近更换的性伴侣,或最近重续前缘的旧伴侣
第39章：性健康,part3/3.39.md,040,在性方面的特质而羞辱他人,性方面的偏好和特质而羞辱对方
第40章：心理健康,part3/3.40.md,001,说它能“治愈␣”同性恋；断言␣“没有什么感受,说它能“治愈”同性恋；断言“没有什么感受
第40章：心理健康,part3/3.40.md,002,对青少年，尤其是大学生最重要和最常见的性威胁,对青少年和青年、尤其是大学生最重要也最常见的性威胁
第40章：心理健康,part3/3.40.md,003,但人们可能会认为它直接来自1911年,但若以为它直接出自1911年，倒也情有可原
第40章：心理健康,part3/3.40.md,005,因此这可能会变得有点强迫了,因此这可能变得非常具有强迫性
第40章：心理健康,part3/3.40.md,006,可能比单偶制人群需要处理更多的、有可能激起这些反应的情况,可能比单偶制人群更频繁地需要处理那些有可能激起这类反应的情况
第40章：心理健康,part3/3.40.md,007,患有BPD的人不能拥有多重关系,患有BPD的人不能拥有Poly关系
第40章：心理健康,part3/3.40.md,008,基本上要比普通人更深刻、更强烈、更持久,基本上要比普通人（无论男女）更深刻、更强烈、更持久
第40章：心理健康,part3/3.40.md,009,BPD通常与饮食失调、药物滥用和抑郁有关。[^3],BPD通常与饮食失调、药物滥用和抑郁等相关，BPD人群的自杀率很高。[^3]
第40章：心理健康,part3/3.40.md,010,不受那种该结束另一段恋情了的低谷体验所影响,不受那种不得不结束另一段恋情了的低谷体验所影响
第40章：心理健康,part3/3.40.md,011,也许“拥有不止一个伴侣这样在一段关系结束时可以有一个缓冲”这件事看起来也很诱人,也许，“多一个伴侣，一段关系结束时便多一分缓冲”的想法看起来也很诱人
第40章：心理健康,part3/3.40.md,012,那么如果你的网络中有人具备最起码的技能，并且有能力和意愿提供帮助，CNM才会对你有所帮助,那么，如果你的人际网络中有人具备起码的技能，并且有能力、也愿意提供帮助，那会大有助益
第40章：心理健康,part3/3.40.md,013,她认为在各个领域中，包括关系问题，都应该对成瘾现象有所警觉,她认为这种“对成瘾保持警觉”的思路，适用于包括关系在内的各种情境
第40章：心理健康,part3/3.40.md,014,所以有些人倾向于认为多边关系很有吸引力,所以有些人天生就容易觉得多边关系有吸引力
第40章：心理健康,part3/3.40.md,015,从使用物质的人、到使用人的人；应对策略包括了使用药物,从使用（成瘾性）物质的人、到使用人的人；应对策略涉及使用物质
第40章：心理健康,part3/3.40.md,016,而任何被污名化的团体通常都会“他者”其中的另一个团体,而任何被污名化的团体往往会把团体内的另一群人“他者化”
第40章：心理健康,part3/3.40.md,017,我们的生活经常充斥着否认,我们常常活在否认之中
第40章：心理健康,part3/3.40.md,018,以同意为基础的社区；在多边关系社区中得不到支持,以同意为基础的社群；在多边关系社群中得不到支持
第40章：心理健康,part3/3.40.md,019,对于那些在情感或药物依赖或成瘾问题上挣扎的人来说,对于那些在情感依赖或物质成瘾问题上挣扎的人来说
第40章：心理健康,part3/3.40.md,020,CNM场合里一些人,CNM圈子里一些人
第40章：心理健康,part3/3.40.md,021,他不再为他提供支持,他不再为她提供支持
第40章：心理健康,part3/3.40.md,022,他们开始对她说很多消极的话,他们开始在背后说她的坏话
第40章：心理健康,part3/3.40.md,023,强烈的自由主义传统,强烈的自由至上主义（libertarian）传统
第40章：心理健康,part3/3.40.md,024,是共生依赖co-dependancy的反面,是共生依赖co-dependency的反面
第40章：心理健康,part3/3.40.md,025,美国人向外传播了很多关于非单偶制的信息，而这为其带来了负面的影响,从美国流传出来的许多关于合意非单偶制的论述，都染上了这种色彩
第40章：心理健康,part3/3.40.md,026,因为美国，即使到了2020年代，仍然是非单偶制发展的重心,因为，即使到了2020年代，美国仍然是非单偶制发展的重心
第40章：心理健康,part3/3.40.md,027,我们确实相彼此依赖对方,我们确实彼此依赖
第40章：心理健康,part3/3.40.md,028,对系统、机构、心理健康（组织）没有太多信心,对体制、机构、心理健康（组织）没有太多信心
第40章：心理健康,part3/3.40.md,029,爱丽丝是一名音乐剧艺术的专业人士,爱丽丝是一名音乐艺术领域的专业人士
第40章：心理健康,part3/3.40.md,030,之后这段关系被对方残忍的分手而中断,后来这段关系以一场格外残酷的分手告终
第40章：心理健康,part3/3.40.md,031,九个月后，她开始控制自己的情绪,九个月后，她渐渐理清了这段经历
第40章：心理健康,part3/3.40.md,032,才能进入非单偶制吗,才能过非单偶制的生活吗
第40章：心理健康,part3/3.40.md,033,我不要拿一个厨房到直接在大腿上划,我不要拿厨房刀直接在大腿上划
第40章：心理健康,part3/3.40.md,034,所以，我不会说，你知道的，我不会说你必须心理相当健康才能进行多边关系,所以我不会说，你知道的，你必须心理相当健康才能进行多边关系
第40章：心理健康,part3/3.40.md,039,当我们的情绪反应不恰当或失衡,当我们的情绪反应不恰当或失准（miscalibrated）
第40章：心理健康,part3/3.40.md,040,在这些章节中，我加入了一些帮助大家应对困难情绪和寻求帮助的思考,在接下来的这些章节里，我写入了一些关于如何应对困难情绪、如何寻求帮助的思考
第40章：心理健康,part3/3.40.md,041,是一种B型人格疾患，以长期不稳定的人际关系模式,属于B类人格障碍（Cluster B），以长期不稳定的人际关系模式
第40章：心理健康,part3/3.40.md,042,BPD在任意时间点被诊断出来的数量，大于人口总量的2%，尽管有些估计值更高，而且在确诊的人群中，女性所占比例通常过高,任意时间点总人口中被确诊为BPD的比例超过2%，有些估计值更高，且确诊者中女性占比通常偏高
第40章：心理健康,part3/3.40.md,043,“gung ho”是指热情地“能做”，但也许做的是错事,“gung ho”是指一股热情洋溢、“什么都能干成”的劲头，甚至热过了头
第40章：心理健康,part3/3.40.md,044,20世纪30年代和40年代（译者注：原文如此）中国工业化的排头兵,20世纪30年代和40年代中国工业化的排头兵
第40章：心理健康,part3/3.40.md,045,脚注[^3]～[^5]条目间有空行分隔，[^5]:␣␣后双空格,脚注区块连续排版，统一单空格
第40章：心理健康,part3/3.40.md,046,不过，据坊间传闻，CNM人群在其关系中,不过，据说，CNM人群在其关系中
第40章：心理健康,part3/3.40.md,047,而这还是假设有人愿意提供这种支持的前提之上,而这还是在假设有人愿意提供这种支持的条件下
第40章：心理健康,part3/3.40.md,048,也就是我们常说的共生依赖（co-dependency）,也就是我们以前所说的共生依赖（co-dependency）
第40章：心理健康,part3/3.40.md,049,然而，它的形象并不总是与现实相符。,然而，它对自身形象的认知并不总是与现实相符。
第40章：心理健康,part3/3.40.md,053,可以考虑美国主义的“狂热（gung ho）”。,可以考虑美国人所说的 gung ho（狂热）。
第41章：嫉妒,part4/4.41.md,001,我经历的越多|我经历得越多
第41章：嫉妒,part4/4.41.md,002,如果说在双方同意的非单偶制中|如果说在合意非单偶制中
第41章：嫉妒,part4/4.41.md,003,无休止的讨论和批判|无休止的讨论和剖析
第41章：嫉妒,part4/4.41.md,004,投递给了传统报纸的问答专栏作者|投递给了传统报纸的情感问答专栏（知心大姐）
第41章：嫉妒,part4/4.41.md,006,是因为，至少从某一些情况来讲，它能带来生殖优势|是因为它至少在某些时候能带来生殖优势
第41章：嫉妒,part4/4.41.md,007,它的角色是否要远超于“别碰我的配偶”这种简单的行为？还不知道。|它是否还有超出“别碰我的配偶”这类简单行为之外的作用？还不知道。
第41章：嫉妒,part4/4.41.md,008,嫉妒也可以是有用的，即作为一种信号，提示我们：自己并没有获得恰当的对待。|嫉妒也有其正当的作用：作为一种信号，提示我们或许没有受到应有的体贴对待。
第41章：嫉妒,part4/4.41.md,010,对狩猎采集者部落来说，排挤已不再是生死攸关的问题|对狩猎采集者部落来说，排挤如今不再是生死攸关的问题
第41章：嫉妒,part4/4.41.md,011,因此在很大程度上是可以忘却的|因此在很大程度上是可以去除的
第41章：嫉妒,part4/4.41.md,012,出现判断偏差（miscalibration）；这种误判可能是创伤导致的|出现失准（miscalibration）；这种失准可能是创伤导致的
第41章：嫉妒,part4/4.41.md,013,六条释义引文间分隔不统一且第二条引文内多一分号|各条释义间统一以“；”分隔并删去多余分号
第41章：嫉妒,part4/4.41.md,014,《精缩牛津词典》（Shorter Oxford）|《简编牛津词典》（Shorter Oxford）
第41章：嫉妒,part4/4.41.md,015,因为已知或嫌疑的对手而对他人不满|因为已知或嫌疑的对手而对他人心怀怨恨
第41章：嫉妒,part4/4.41.md,017,上帝的忌妒在这里指的是|上帝的嫉妒在这里指的是
第41章：嫉妒,part4/4.41.md,018,很多人就会觉得：“这听起来不就跟那些控制欲很强的伴侣一样吗？”|我们当中有多少人会想：“这听起来不就跟那些控制欲很强的伴侣一样吗？”
第41章：嫉妒,part4/4.41.md,019,另一些则感觉非常细微冷静。|另一些则显得轻声细语、低调冷淡。
第41章：嫉妒,part4/4.41.md,020,所以不安全感很可能也是嫉妒的含义之一|所以可以说，不安全感也是嫉妒的题中应有之义
第41章：嫉妒,part4/4.41.md,022,直接讨论为什么会缺乏安全感|直接去找这种不安全感到底是什么
第41章：嫉妒,part4/4.41.md,023,当有事情发生威胁到一对情侣的关系时|当有事情发生威胁到一对配对伴侣的关系时
第41章：嫉妒,part4/4.41.md,025,——而这正是我们在社会中被视为一种威胁的东西。|——社会教化让我们把这件事视为一种威胁。
第41章：嫉妒,part4/4.41.md,026,嫉妒可能会吞噬它所能获得的一切|嫉妒可能会吞噬一个人的全部生活
第41章：嫉妒,part4/4.41.md,028,“超越”嫉妒几乎成了一种迷信。|“超越”嫉妒几乎被奉为神话。
第41章：嫉妒,part4/4.41.md,029,这样的作法更有用|这样的做法更有用
第41章：嫉妒,part4/4.41.md,030,并询问它到底是什么|并追问它到底是什么
第41章：嫉妒,part4/4.41.md,031,嫉妒作为一种防御机制的狭义含义和作用|嫉妒的狭义含义和它作为防御机制所起的作用
第41章：嫉妒,part4/4.41.md,024,我们先来总结一下|我们先来盘点梳理一下
第41章：嫉妒,part4/4.41.md,029,这样的做法更有用|更有帮助的做法是
第41章：嫉妒,part4/4.41.md,032,四个要点置于引用块“>”内且仅加粗|改为普通段落并恢复粗斜体（***…***），与原文格式对应
第41章：嫉妒,part4/4.41.md,033,把嫉妒作为一系列复杂情绪的总称……“嫉妒”是一个伞词|统一为“总称”，首处加注原文（总称（umbrella term）……“嫉妒”是一个总称）
第41章：嫉妒,part4/4.41.md,034,对狩猎采集者部落来说，排挤如今不再是生死攸关的问题|如今，我们已不再像狩猎采集的部落时期那样，被排挤现在不是什么生死攸关的问题
第41章：嫉妒,part4/4.41.md,035,使其很难甚至不可能与人交往，直到严重影响了自己和他人的心理、情绪甚至身体健康|使其很难甚至不可能与人交往，以至于严重影响了自己和他人的心理、情绪甚至身体健康
第41章：嫉妒,part4/4.41.md,036,基因并不能决定物种的存亡。|至于整个物种的存亡，那不是基因管的事。
第42章：伶猴知道的事……,part4/4.42.md,001,与对照组相比，雄性伶猴在看到自己的雌性配对伴侣与陌生雄性配对伴侣在一起后，与对照组相比，,与对照组相比，雄性伶猴在看到自己的雌性配对伴侣与陌生雄性在一起后，
第42章：伶猴知道的事……,part4/4.42.md,002,陌生雄性配对伴侣,陌生雄性（删去误加的“配对伴侣”）
第42章：伶猴知道的事……,part4/4.42.md,003,新世界牌猴粮,新世界猴（新大陆猴）的猴粮
第42章：伶猴知道的事……,part4/4.42.md,004,时髦的猴垫（monkey pad）……引入猴圈,时髦的猴舍（monkey pad）……引入猴舍（两处统一）
第42章：伶猴知道的事……,part4/4.42.md,005,都与“男主”伶猴素不相识,都与被试雄性伶猴素不相识
第42章：伶猴知道的事……,part4/4.42.md,006,是少数单偶制的动物之一,是少数单偶制社会的动物之一（用户裁定用“单偶制社会”）
第42章：伶猴知道的事……,part4/4.42.md,007,在积极和消极的社交环境中，你都能获得（来自外侧隔核的）催产素反应……（普通段落，缺引用块格式）,行首补引用块格式“> ”
第42章：伶猴知道的事……,part4/4.42.md,008,伴侣具有调节我们（和他们）的情绪之作用,伴侣能帮助我们调节情绪，我们也能帮他们调节情绪
第42章：伶猴知道的事……,part4/4.42.md,009,二与伴侣分离时会感到的痛苦,二是与伴侣分离时会感到的痛苦
第42章：伶猴知道的事……,part4/4.42.md,011,pair bond / pair bonding 译法混用：“配对关系”（L35/L37/L39/L41/L62）、“一对伴侣的关系”（L60）,统一为“配对结合”，并写入术语表
第42章：伶猴知道的事……,part4/4.42.md,013,扫描结果将显示……哪些区域将会激活,扫描结果显示……哪些区域已被激活
第42章：伶猴知道的事……,part4/4.42.md,015,比如“你个混蛋”或者“你在找麻烦吗？”,比如“滚开，你这个骚货”或者“你找麻烦吗，伙计？”
第42章：伶猴知道的事……,part4/4.42.md,016,这可能包括“用保证来消除疑虑（reassurance）”,这可能包括安抚（reassurance）
第42章：伶猴知道的事……,part4/4.42.md,017,比在酒吧里看到这些东西要困难得多,比在酒吧里重现要困难得多
第42章：伶猴知道的事……,part4/4.42.md,018,"‘Imaging, Behavior and Endocrine Analysis of “Jealousy” in a Monogamous Primate’,Nicole Maninger","…Primate’, Nicole Maninger（逗号后补空格）"
第42章：伶猴知道的事……,part4/4.42.md,019,翻译， 是Gemini完成的（逗号后多一个空格）,翻译，是Gemini完成的
第42章：伶猴知道的事……,part4/4.42.md,020,如果我们的亲密关系受到威胁,如果我们的某段亲密关系受到威胁
第42章：伶猴知道的事……,part4/4.42.md,023,睾丸激素（L58、L62）,睾酮（统一译法）
第42章：伶猴知道的事……,part4/4.42.md,024,当一对伴侣的关系受到威胁时（L60）,当一段配对结合受到（感知到的）威胁时（并入011的术语统一）
第42章：伶猴知道的事……,part4/4.42.md,025,被同类排挤,被社会性排斥
第42章：伶猴知道的事……,part4/4.42.md,026,评估眼前的“威胁”是什么,评估所谓（假定）的“威胁”是什么
第43章：嫉妒有目的吗？,part4/4.43.md,001,> 词语（当然我不知道这是不是真的）：如果你一直在雪地里，你就需要用多种方式来描述不同种类的雪。也许这也适用于嫉妒——如果你不是单偶制，那么有一些词来形容较小的嫉妒和较大的嫉妒是很有用的：有些嫉妒让你想为之做点什么，另一些则不需要什么行动。,> 人们为不同种类的嫉妒创造了许多不同的词语。有点像——我不知道这是不是真的——因纽特人关于雪的词语这个说法：如果你一直生活在雪地里，你就需要用多种方式来描述不同种类的雪。也许这也适用于嫉妒——如果你不是单偶人，那么有一些词来形容较小的嫉妒和较大的嫉妒是很有用的：有些嫉妒让你想为之做点什么，另一些则不需要什么行动。
第43章：嫉妒有目的吗？,part4/4.43.md,002,克里斯雅森说，这就是*妒忌*（*envy*）！（L45）；克里斯雅森说，这就是*嫉妒的妒忌*（*jealous envy*）（L53）,克里斯蒂安松说，这就是*妒忌*（*envy*）！（L45）；克里斯蒂安松说，这就是*嫉妒性妒忌*（*jealous envy*）（L53）
第43章：嫉妒有目的吗？,part4/4.43.md,003,*愤怒的嫉妒*（*angry envy*）（L49）；*义愤的嫉妒*（*indignant envy*）（L51）,*愤怒的妒忌*（*angry envy*）；*义愤的妒忌*（*indignant envy*）
第43章：嫉妒有目的吗？,part4/4.43.md,004,但更正确的认识是是“妒忌”。,但更正确的认识是“妒忌”。
第43章：嫉妒有目的吗？,part4/4.43.md,005,安东尼（Anthon）,安东尼（Anthony）
第43章：嫉妒有目的吗？,part4/4.43.md,006,在一些CNM和  Poly的圈子里,在一些CNM和 Poly的圈子里
第43章：嫉妒有目的吗？,part4/4.43.md,007,如果你不是单偶制,如果你不是单偶人
第43章：嫉妒有目的吗？,part4/4.43.md,008,*嫉妒的妒忌*（*jealous envy*）,*嫉妒性妒忌*（*jealous envy*）
第43章：嫉妒有目的吗？,part4/4.43.md,009,即人类繁荣生长的目标,即人类繁荣兴盛的目标
第43章：嫉妒有目的吗？,part4/4.43.md,010,懒惰的失败者B还在每天酗酒,懒惰的失败者B终日浑浑噩噩
第43章：嫉妒有目的吗？,part4/4.43.md,011,荷马笔下的海是“深色的葡萄酒”,荷马笔下的海是“葡萄酒般的深色”
第43章：嫉妒有目的吗？,part4/4.43.md,012,全面生活中适当甚至必要的一部分,完满（圆满）的人生中适当甚至必要的一部分
第43章：嫉妒有目的吗？,part4/4.43.md,013,很可能会成为你的生命的一个突出特征,很可能会成为你生活中更突出的一部分
第43章：嫉妒有目的吗？,part4/4.43.md,014,不论你希望认识自己在何种关系中的位置，这些技能都用得上。,这些技能都能帮助你认清自己在任何关系中的位置。
第43章：嫉妒有目的吗？,part4/4.43.md,015,把他的矿区分给了两个儿子,把他矿区的份额分给两个儿子各一份
第43章：嫉妒有目的吗？,part4/4.43.md,016,他提出了四种变化情况,他随后提出了四种变体
第43章：嫉妒有目的吗？,part4/4.43.md,017,A怨恨B配不上的这份好运气。,A愤恨B这份受之有愧的好运。
第43章：嫉妒有目的吗？,part4/4.43.md,018,或者就是*嫉妒*（*jealous*）。,或者就是*嫉妒*（*jealousy*）。
第43章：嫉妒有目的吗？,part4/4.43.md,019,A认为自己是个好儿子，父亲对他的待遇是不值当的。,A觉得自己作为好儿子，不应受父亲如此对待。
第43章：嫉妒有目的吗？,part4/4.43.md,020,这个公式在一些CNM和 Poly的圈子里时不时会被反复拿出来讲）是有缺陷的。,这个公式在一些CNM和 Poly的圈子里偶尔会被反复拿出来讲）是有缺陷的。
第43章：嫉妒有目的吗？,part4/4.43.md,021,正确的嫉妒（jealousy proper）（L63/L87/L127）；“正确嫉妒”（L127）,严格意义上的嫉妒（jealousy proper）（L63/L87/L127）；“严格意义上的嫉妒”（L127）
第43章：嫉妒有目的吗？,part4/4.43.md,022,比厄翠丝（Beatrice）是一名教师，却沉迷于赌博,比厄翠丝（Beatrice）是一名教师，却深陷赌博成瘾之苦
第43章：嫉妒有目的吗？,part4/4.43.md,023,尽管长途颠簸难以忍耐。,尽管这趟路程对他而言颇为艰难。
第43章：嫉妒有目的吗？,part4/4.43.md,024,> 方案一：不分情况讨论，三人平等分配。,> 方案一：不论各自处境如何，三人一视同仁。
第43章：嫉妒有目的吗？,part4/4.43.md,025,我们可以理解为什么会产生嫉妒,我们可以理解嫉妒为何会演化出来
第43章：嫉妒有目的吗？,part4/4.43.md,026,让我们先从定义开始：指的是一种基于自身某项“权利”,让我们先从定义开始：配得感指的是一种基于自身某项“权利”
第43章：嫉妒有目的吗？,part4/4.43.md,027,在排队时站一个贫穷的棕色人种妇女后面，他的反应是愤怒的,不得不排在一位比他更穷的棕色人种妇女后面等候，他的反应是愤怒的
第43章：嫉妒有目的吗？,part4/4.43.md,028,因为一份收入没法付完账单,因为一份收入付不起账单
第43章：嫉妒有目的吗？,part4/4.43.md,029,刚开始恋爱的彼得对索菲亚大献殷勤，给她送礼物。,正处于新关系热恋劲头上的彼得，把时间、关爱与礼物倾注在索菲亚身上。
第43章：嫉妒有目的吗？,part4/4.43.md,030,因为他们已经月光了。,因为他们本来就已入不敷出。
第43章：嫉妒有目的吗？,part4/4.43.md,031,尽管索菲亚并不 “欠”黄一什么,尽管索菲亚并不“欠”黄一什么
第43章：嫉妒有目的吗？,part4/4.43.md,032,A会感到不公平不公正。,A会感到不公正。
第43章：嫉妒有目的吗？,part4/4.43.md,033,决定是否要接受我们的现在的待遇,决定是否接受我们现在的待遇
第43章：嫉妒有目的吗？,part4/4.43.md,034,[^5]: 译注：邓宁-克鲁格效应），简称邓克效应或达克效应（DK effect）,[^5]: 译注：邓宁-克鲁格效应，简称邓克效应或达克效应（DK effect）
第44章：依恋理论能告诉我们什么,part4/4.44.md,001,回避/梳理型的人,回避/疏离型的人
第44章：依恋理论能告诉我们什么,part4/4.44.md,002,她们会和伴侣B或伴侣C交谈,他们会和伴侣B或伴侣C交谈
第44章：依恋理论能告诉我们什么,part4/4.44.md,003,如果你想和试试同时谈多个伴侣,如果你想试试同时和多个伴侣在一起
第44章：依恋理论能告诉我们什么,part4/4.44.md,004,遇到差不多的就下注了,遇到差不多的就将就
第44章：依恋理论能告诉我们什么,part4/4.44.md,005,非单偶制并不一定等于一视同仁，就像单偶制一定会让你变得挑剔一样。,非单偶制并不一定等于一视同仁，正如单偶制也不一定让人变得挑剔一样。
第44章：依恋理论能告诉我们什么,part4/4.44.md,006,照顾者（L35、L37）、照料者（L39）、看护人（L41）混译,统一：caregiver→照料者（L35、L37、L41），carer→照顾者（L39）
第44章：依恋理论能告诉我们什么,part4/4.44.md,007,交际能力（L53、L55）,社交能力
第44章：依恋理论能告诉我们什么,part4/4.44.md,008,更愿意与人共度亲密时光,更愿意袒露亲密感受
第44章：依恋理论能告诉我们什么,part4/4.44.md,009,罗宾·埃德斯坦因（Robin Edelstein）,罗宾·埃德尔斯坦（Robin Edelstein）
第44章：依恋理论能告诉我们什么,part4/4.44.md,010,就心理学的诸范式中,在心理学的诸范式中
第44章：依恋理论能告诉我们什么,part4/4.44.md,011,他们更能有同情心,他们更有同理心
第44章：依恋理论能告诉我们什么,part4/4.44.md,012,《产妇护理与心理健康》,《母爱的照料与心理健康》
第44章：依恋理论能告诉我们什么,part4/4.44.md,013,研究人员的主要兴趣在于对儿童对照顾者返回的反应。,研究人员主要关注的是儿童对照顾者返回时的反应。
第44章：依恋理论能告诉我们什么,part4/4.44.md,014,（例如，对他人的尊重）,（即对他人的尊重）
第44章：依恋理论能告诉我们什么,part4/4.44.md,015,回避型的人（L53 类别名未加斜体）,*回避型*的人
